,Sample-1,Sample-2,Sample-3
135,7.64787998521042,7.24339965768229,7.21176825469636
136,6.28724837991295,6.9709969848476,7.5669543521837
140,7.51624663182111,8.6422275316114,8.43445453656577
142,10.8894238917968,10.8504969431112,11.0390579717835
143,8.81456068835773,10.2045369456508,8.12446149466369
147,5.24071666962408,5.18998401622686,5.04413629631473
150,6.68700605954308,6.14317234450063,6.1451133149231
151,7.34974452394783,7.06806089469775,7.03729161492711
152,7.45990411615771,7.1825632277935,7.12699783774872
154,6.40121477952914,6.06582516081783,5.991977040989
162,9.15556066130261,8.80118520459722,9.78916296972934
163,9.99310969705002,9.92633982411015,9.44642631917479
164,8.76908682801852,8.59659058468747,9.56996492651949
165,9.78717331348381,9.76412257252194,9.97426188327794
166,9.94441159092517,11.1652102533273,9.9169559334649
173,5.14425758417036,5.65035446380909,5.15339668895149
174,6.39290943414814,6.46456645345462,6.89687172522162
178,10.9377934948339,10.044216459202,10.4843271042205
181,7.87374267003403,7.81298562937748,8.04688801610996
196792,7.68816973344443,8.31005781018626,7.26512685010421
187,7.86090801920636,8.46654391734995,7.3704342799567
191,10.5929428502429,10.965238416063,10.3836028711397
196,9.28748035312294,8.76994754669066,9.76606107253077
202,8.03748649709284,9.17341111240745,10.5705110722729
164045,4.57356123482369,4.54200840359547,4.50423763379411
207,10.201337331942,10.3801920275699,11.2287334976082
211,10.05298546934,10.6265988781971,8.95393712635985
212,5.50720485892702,5.85146420486855,7.95005565253797
215,8.28730035084991,8.01294469500791,8.85178490403391
216,6.42551929402205,7.30873509837791,5.62229138559683
217,10.8016753042685,9.93536017110786,11.525372740617
218,6.38016394104684,6.30372714092237,6.62556892962865
222,7.60985853055269,6.79683111727331,11.321748456502
223,11.5899564829524,11.5718263854608,11.0045089510741
225,3.97524716018946,3.89898858707551,3.94204001619169
228,4.81267835204819,5.21313240213988,4.94361477545042
230,7.46940343573578,10.1046613660015,8.2040503226906
231,11.4309266981178,11.007098328951,9.10101714727275
239,6.48737637321811,6.92300363600276,6.80006104951034
241,8.94390028518984,8.83666772135398,8.68503746189873
242,5.19939201750915,5.4947144106626,5.10559006548511
245,6.90891909829803,7.91659433330752,7.21930354098992
246,5.67597056894162,6.39337243238534,6.17420318328763
164091,6.961156934793,6.84565326759404,8.77948784619809
257,6.73270121804349,7.04507337414915,7.10189594920922
258,6.63648755657539,6.74873863615778,6.43076566275373
196872,7.65341723037679,7.7125339719034,7.48033741193048
265,4.92280107630614,4.93760751726076,4.83859116370134
266,6.86765897534504,7.14299726909436,7.14159504475393
117285,7.86100496427137,8.2890509218259,8.06382454343223
268,6.74422482703532,5.42179285794439,5.87172199347009
269,7.43475645551661,7.5288388598049,7.0964034277479
270,6.1514269799012,5.4543635539413,5.2674660767332
271,9.96498372258442,9.55456689415877,9.64337363962481
272,7.58767436318133,8.7032769503072,8.00831160149074
273,6.74422454076425,7.22034910348162,6.81891563706428
275,8.51599400619347,8.23707676130528,8.63443250578359
276,7.69633515779009,7.7539604104434,7.84060789416104
283,8.28604106894872,10.2255212886816,7.43548779262154
164127,4.90205227363088,5.19017482610008,4.75227780383644
292,12.9860981881094,12.8346651535898,12.0648779050811
303,6.25368685698183,5.79738100452457,6.66845377068874
304,10.9230060396625,10.312492559176,11.2788852623389
131377,5.90599815247624,6.09589762808003,5.90506870998461
305,7.58166245998826,7.54470654629616,7.8523461862076
306,5.95212866107079,5.30857673590298,8.87600061616779
308,12.5183682250217,11.9501915412662,12.6706866691317
309,9.7719127657826,9.63436726637119,10.6065886528101
131375,6.90948314381403,6.84335384695291,6.99082495075675
196913,6.39980327549072,6.18622538575806,6.41192078629465
312,6.47375710773465,9.84087193550652,6.55972036219203
313,7.30810604084494,7.0498311141999,6.73798530232467
314,6.80759724105229,6.86502108573503,6.49877927053526
164153,8.72681669169771,8.59925025277844,8.54021152624887
318,8.52675416238915,7.97314504747126,7.88956423541334
319,4.36857257069449,4.34495678474063,4.33246263503295
321,6.13539816608756,6.4277205070097,6.71588482107402
322,7.23325945865692,7.37330253575111,6.54089627949093
325,6.15011059255869,6.23642322322352,6.17393957065103
326,6.99256954308866,6.79092446053321,6.67283493620349
328,11.0478247896005,11.706322740401,11.3845817406797
329,11.6041533475423,9.60045503103554,11.1178259280251
333,9.76134594591016,10.209078449397,7.48059736624973
337,6.66908937519644,6.80765495708849,6.60972936737429
339,5.84171227698274,5.88600453557559,5.74598389215245
343,6.17215967779881,6.35305364980815,6.57923101898966
346,6.32620322462932,6.71845960924912,6.76983623883452
347,6.65510332968367,12.2745580159875,11.4928814692597
353,10.7507584678053,9.21359541783943,10.0156785360365
357,8.46336229777923,8.22671379480963,8.8379282568943
358,8.38670036223333,7.77226639760685,7.5244768188306
362,8.40605358709263,6.1050800837944,7.66342238144448
364,7.8494793313261,8.14233298861737,7.56803325913999
366,6.80655284015944,7.45828708376167,7.39232551803455
372,11.2613525821305,10.687041139209,11.0596757107944
375,13.3408150664897,12.8539123747928,13.2058477195544
381,10.8073402666504,10.7136207481178,10.991529153118
390,8.44822824587964,8.86603053697228,10.8690247690424
391,9.46929823333602,10.0942177954605,9.4981210435306
393,8.51757384492135,9.39638372032032,8.06681853471752
197003,6.69238731444741,6.63231120407952,6.81099799264819
164237,4.27501916508034,4.49963160499365,4.43052522780053
401,7.61435639685611,7.29906356829889,7.47739816834068
402,10.32151835963,10.0454278390527,9.09785769274194
407,7.30282620425428,7.57026870481953,7.56333690827784
409,8.56051891978741,9.38628737278061,8.23086864488022
410,8.46239669926768,8.58458999599635,7.99598896359792
197021,3.83458931510963,3.99334813431477,4.01689833126916
415,5.64572901069895,6.06864169982752,5.93020016088003
416,7.62807546599993,7.50496983086931,7.17013382671888
419,6.93191899989148,6.10838871691568,5.89379780685533
420,5.58842870509677,5.80256206869665,5.84771159495154
432,6.47394924512312,6.98624610335623,6.27868891229902
433,6.88554269945236,6.85295423498489,6.86233264492003
434,5.87894088583409,5.85365500003571,5.8461830668242
435,9.32331040265991,9.53017244172639,8.70217056273222
102465974,6.75311143481082,6.99583613786334,6.72533003183989
439,10.6952521043279,9.06180525590149,10.4623216512509
440,13.5271100509065,11.2013647684004,8.58897629524466
443,5.79826568848,5.73307338647979,5.50871507287277
164284,6.88797152878682,7.21117514657623,6.84798452657614
445,11.8351780320234,10.793464802179,12.0334574486026
65979,8.76714701785515,9.32001421333911,9.79464681177673
65980,9.19766936436337,10.0310897533534,9.8697221111249
65982,9.74219112153476,10.9531903299104,10.1535458292493
65985,8.14119716763369,11.1149413845385,9.97399197859802
65989,7.95469336200865,7.39469236767909,7.37697510022161
65990,8.32604407712549,8.35596538985821,8.78801003732585
65992,10.3040520170787,10.3118665115771,10.1289432253129
65993,9.34716690285263,9.40556272149469,9.51183240737166
460,4.66083010167348,5.56683912512146,4.61070740604832
65997,7.68503220567663,7.50063402958179,8.65196700918999
65999,8.39064424769776,8.48481295159404,7.94089607483674
66002,6.98149409285,7.48275181372693,7.62379843922187
131540,7.51991378223848,7.29104510621265,7.15176139997056
468,13.1577144521408,12.2210531626814,12.0334325689319
66005,9.44212620254447,10.624115146924,9.30540373962076
471,11.2475065538932,10.4473473427658,10.8422201994556
474,6.35867365007175,6.6273578038551,6.46585191280155
475,9.48424694827546,9.64708428701786,10.7067910870625
476,13.1880277129907,10.9980214665106,11.373045283043
478,6.45547538142176,7.31439371723581,5.84685133740545
479,7.1716181051532,6.93944752033655,7.17586453575286
482,6.57555424798067,7.28579402001934,6.96523118819909
488,11.2601586048664,12.6795153788355,12.3566359913494
492,6.52945762914075,6.6796852817131,6.40131628201564
493,6.71639090489673,6.86734960676894,6.92749576820479
495,5.74076665185315,5.72860006948749,6.07088205640098
498,5.59887004806785,5.88676222484405,5.24828757436206
66037,6.27753665093966,6.18990374852342,6.36960292050562
506,12.8813602425752,13.5207181576965,11.797170104394
131578,5.82872942018527,5.37488438053336,5.54709666050278
513,9.7696948360377,9.91944201213777,8.70829948190878
514,12.9204678012442,12.825253378949,13.1809669865785
516,10.4945298843941,10.9980006820774,9.95722467316464
520,7.65177377382925,7.27625220398719,7.14737353068756
522,12.6027036274072,11.5142703620294,12.3300001005864
100532746,7.25069320028136,7.53262720341532,7.88666269991355
526,10.6042896143198,11.4198624905093,10.129174054489
529,11.1999525214776,10.5755564926918,10.9511297345288
131601,8.58442404619413,7.98544512449194,8.47419514920159
533,11.5620287247322,12.1267322474399,11.5833731866288
534,6.38488690470189,7.63446659204761,6.48053458705261
537,12.5691287758496,11.7246154649114,12.0852277696435
164380,5.24164312242906,5.56551797368306,5.1632899805425
131616,9.39339582320232,9.03321387203903,8.30260561040176
549,9.57466979950776,10.5580716834354,8.59964512010094
550,10.0084022223278,9.97093949574492,10.4824599645946
551,5.49430429608315,5.50006353636519,5.51670988107283
553,7.82847261424422,7.97504148001442,7.82609095497132
563,12.6264687365642,11.936221501792,13.2355084693194
566,6.11066966871292,6.39976367145577,6.00462771009634
570,5.82628508835654,5.93565703079132,5.66282502881345
575,6.25460158326691,6.43743137047361,5.89604748488021
576,7.50587129392979,8.46983997523848,8.17807923867988
578,9.01034383578549,8.0207782584213,8.28376805513988
579,5.84014353855824,6.28904851647357,6.71122153491218
583,8.37521236080791,6.67866797898553,7.9928118391176
197196,5.02168439692896,5.02088293471652,4.8997563718716
590,5.01583318504124,4.69154063637872,4.67924164185932
593,9.38954659766409,9.51187948304199,9.13892602708125
131669,5.69572893358725,5.51715576682226,5.73926252068722
597,5.13445657444533,5.38892264759032,4.90441017939826
100270679,5.09002748654262,5.21370187610364,5.36937202921214
605,8.07573926064239,9.16892783927631,8.55673173794282
607,8.177299310981,8.96505170279808,8.23370520161908
608,6.56978150864162,4.89795052572219,5.02307943334027
611,5.5433249416258,5.43841729701139,5.44502693327433
617,10.5670154033554,9.69999793921014,9.41897494154919
623,7.01007176405369,7.17289456617283,7.25047658868609
624,6.27221545928245,7.24933293489582,6.83285780681578
627,4.85290587125592,4.83719256946822,4.73601859501622
631,6.58147535456555,6.91648350263686,6.67055655738508
635,7.73748956585264,8.63990857109768,8.02976966840496
638,7.93123031281491,7.34083895673929,10.6488151005718
641,6.8717731033261,8.01431928609608,8.06866935698739
642,7.59364819849879,9.172839880667,8.2133277308772
645,10.3033024299332,7.99062476643265,9.45456881416203
648,11.5328666204645,10.3161220227392,11.2160560713297
197257,5.48133809280087,5.19982875057299,5.35826787857865
197258,8.52254816842614,8.52771634026835,9.49881334945463
197259,6.60061290441355,7.43894054918452,7.64969712657277
652,8.42966774063065,7.88583983885884,10.0300251411357
660,6.28874209423636,6.57032716144061,6.32555372288269
661,8.5261379562908,8.27468035629349,8.06571701995889
668,5.66446993012597,5.13430619958021,4.98647583054682
669,9.01672809238632,8.04089808868165,10.6510911022401
670,7.68488375095438,9.27615747542795,8.98625318442262
671,7.33719946785804,6.28661284952183,5.97987481536689
676,4.62322201590246,4.88491454629073,4.66671484603991
680,5.46130598071765,5.79279280264634,5.48829291163258
682,10.9310901958088,10.5333813396576,9.48323990116957
683,6.03015794395213,6.07278221689437,5.89144170513036
684,8.7456717222354,9.12283669224589,12.3281170317052
690,4.03284414968068,4.19656728702153,4.16195048794018
695,7.77374837081667,7.77738827685977,7.8227370100185
696,6.25670366739705,6.37771002007664,6.31959089774875
701,7.77611217002142,9.72556157234818,9.45567602771805
705,10.1230472075999,8.81520794114063,9.00479442101102
706,12.4302584081083,8.60223758840422,10.8550614654567
708,11.1408771366516,10.7569639985675,9.7940496470971
710,9.76786995715284,9.44883080880048,9.44850566210164
711,5.32910240455656,5.8300518434043,5.88053130952886
712,10.3044695201308,10.8183712009886,10.0475993611601
197322,7.07255668326505,6.97493200066344,6.72487197848874
715,9.75239125829916,8.93699005511789,9.06250802468173
718,10.4031487130798,7.88891087977483,9.04317924656134
719,8.25143726556679,8.45849643003788,7.97132793264751
720,9.89533937380799,10.290823892265,11.7472347559505
722,8.38647341499141,8.60535404902271,8.28284365020702
100270804,7.16952376070495,8.50499730598152,6.64520533854867
725,6.40213493847818,6.87734077590068,8.28464479313884
727,7.0033455020796,8.0620961580914,6.6645472173577
728,7.45028305014433,7.89937407287533,7.79964927208254
729,6.2330664794897,6.25421281219157,6.33254740254977
730,9.59979334287408,7.69346594338574,6.40793019442451
731,6.44884695124798,6.66845377068874,6.35913262438962
732,5.35279591060224,5.70657335751295,5.45266084083892
733,6.37376747982668,9.70316081170496,6.01902718384173
735,4.09715336622884,4.42702447828515,4.22412738113148
738,11.2968353768163,10.6776501349836,10.238266069494
740,10.7608464827502,11.2206286653027,10.9377591456713
197350,5.83097133303765,5.50073189343572,6.21639818216612
744,4.91479998133753,4.46114331134829,4.26308049006989
745,7.98627262262387,9.81660744840292,7.65384009277837
746,13.0131216351733,13.0873300910503,12.5779351335826
747,7.61652070263787,8.65743907256041,7.55231361026244
750,6.38907280100336,6.29878785927765,6.16109704038478
197358,6.70408838815905,6.06582516081783,6.10216103112496
164592,6.43225553516391,6.52879437121273,6.37524055671139
753,8.4969220035255,8.56114474733743,7.75447372336203
754,13.1011634575488,11.6320592134254,12.4934052917766
131831,6.45230653852593,6.89564508801913,6.50734727435957
760,11.5073912708545,9.2879857692664,6.73266208970192
761,4.59762560218732,3.94892050264615,4.01497936365726
197370,9.94965456693441,9.72400636755375,10.7140977138208
763,5.97451829543297,6.16142806520951,5.75058619815184
766,7.84997574367314,8.02627576885942,7.78685942268481
768,6.90972799483435,10.3893890432034,7.27462926270071
770,7.62699791915924,9.08063745275102,6.9230811481513
106660613,7.05690707186926,7.6981975271134,7.1791272231776
776,7.43520037397407,8.05862853629445,7.01987803399886
778,7.21415299264127,6.93883967473646,6.75172083209556
785,6.19694669156946,6.52553572107702,6.22995810561376
786,7.09877226430618,6.62240193579499,6.75061903623451
788,9.65465668466353,8.9506150734983,8.05981914566204
794,10.606003712813,6.91374235466194,6.85603105625098
795,6.07186982241431,6.02384733185023,5.70224596334693
797,5.57792009224477,9.58994877192584,5.25551599181962
197407,8.31656811891856,8.86024899327746,8.57023152755198
817,7.81015994285022,8.18878699771331,8.45132226183574
131890,4.79826381201439,4.89710385445947,4.99506513231052
819,10.0612750266469,9.13104925670261,9.42597684720859
820,7.68333742675622,7.07910187038493,7.71493585570018
822,8.5752288172295,7.96879472603653,10.2784338649509
823,10.033751081036,8.4326839109874,9.85569314087946
826,12.5534583658841,12.611273196469,12.8807638360245
833,9.7424187228497,9.43901163104919,8.64860382362285
838,6.80277243196843,6.95485444608872,6.86233264492003
840,7.18469417948922,8.45588935789325,8.04624302341273
844,5.66718169408796,5.99253220265999,5.75498729902528
845,7.55567073464688,7.5518435548223,7.60029434236949
164684,8.42220420367806,4.81515639590068,4.91567055464357
131920,5.80992708060806,5.75448180456145,5.8123628930088
857,9.8471070175143,9.96638124698308,9.26119337787819
859,8.09588617349721,8.22857025100892,7.88086597850084
863,5.2772367429396,6.34485478143053,5.19693634635655
866,6.70139770975008,9.00458198354989,6.54710185207425
869,5.35465715741515,6.68634747376945,5.39134268485769
871,10.053022549739,10.5043230735447,10.4430270707383
873,9.7174748321688,9.37648160331727,6.53170462217162
874,10.2938464081316,7.85056294918005,9.9306818872893
875,11.0088375340863,9.8749190156764,9.08395666263489
881,6.12186937496437,6.3062767960575,6.26479492799448
100533106,8.88779581569027,7.65819913106913,8.23542285351756
885,7.71089485200132,6.23076247060037,6.04827317059112
892,4.23640905577734,4.18106055445111,4.50418661543277
896,11.1674811434544,10.2604734305734,10.0982081801791
900,10.1184536864335,10.5451281786471,8.31459107262192
902,9.31498649726121,9.48838158720547,8.86682047205045
904,8.01206957085368,8.43037439094387,9.63409920321447
908,9.94853359081309,10.8425376223318,10.7809721882255
909,7.09668325925663,7.64396047727722,7.47378747886068
910,6.32077598798279,6.48925534675617,6.31090955624377
911,7.25056827076167,7.1923138520806,7.04407578938865
912,6.00952462651349,5.16719515243108,4.9217754970124
913,6.13539816608756,6.42892239519259,6.43344153575756
914,8.25490076915165,7.9087420201183,7.33619071040153
915,7.64080419858231,7.53549374045887,6.97012625442317
916,7.90704588983607,8.06365127645435,7.47604266721633
917,5.86024264229554,6.0912891197943,5.95414899891487
920,4.7242558409774,4.57941920571252,4.77834101944245
922,5.67002294624936,5.64913407014999,5.60664701799881
929,10.0249096522408,9.69352241221124,8.14701498513137
930,7.3130582680939,7.09456310585034,7.14719738502706
939,8.20016502940407,7.4606597896216,7.41348402094145
164781,5.41579606394223,5.36061094723447,5.28635900185252
943,6.65652137067303,6.3218852362888,6.34722714592966
945,6.82719819735293,6.76135498990049,6.61373103242399
947,8.93040070124946,8.97806504990277,7.96073022382789
951,7.19203726231947,6.27627782591872,6.24829575958328
952,8.6615706184481,8.08750830085868,7.84605577116487
955,10.934935565306,10.5969689352304,10.7330212268777
100533182,7.15264670538733,6.77083379954224,7.0366722538405
959,7.60314092764344,7.49409282197066,7.2995906023137
100533184,6.98765308973276,7.01357056598475,6.97299358522216
963,9.91697978014821,9.51878639372219,8.96581004492415
967,12.6002556942072,13.0510008325461,13.0677217666574
968,7.51061147309778,7.66709657135736,7.70638649051871
969,5.33481024829803,5.77594690819542,4.792285079878
970,7.76923321933842,7.53126746515316,7.55454563915071
971,6.84501994802954,5.95668949399365,6.23992014338981
975,12.9180588828448,11.6038727009764,12.4878210092123
976,7.17027665964171,7.0035706183727,7.37331934596706
977,9.97240862586079,10.6483039882287,11.234561980691
978,6.62604862509002,6.53769997046667,6.11304511700866
984,8.79835504965787,9.15230013930838,9.47585575470527
989,7.25574530490805,7.36419619768697,7.1336711946232
991,7.38996434832798,9.76886375987262,9.54201933555644
994,10.1749052676733,11.4829667391306,11.0599354541624
996,7.41536471370293,8.22548565799546,7.45954579288463
997,10.3507834589453,10.0685889147748,9.83461679167434
1001,9.6876519867669,7.92953182323389,11.1224949657344
1003,8.46216353596907,7.94367549855622,5.61690540892982
1007,5.13595011725774,6.95279414844559,5.28272399910386
1008,4.85699262510263,5.2850094933088,7.28414074465995
1010,4.55583317400735,9.0618982392257,4.99105317851771
1012,5.72573379765791,6.04643922146592,5.2417463581732
1014,7.16338084275036,7.05895445353361,7.0366722538405
1015,6.77619428883304,8.53227157424956,6.6210353285027
1016,6.33072838743301,7.32041376530892,6.70090823275673
1019,10.9235483495524,11.3757986977703,11.0281350598626
1020,8.92286649328141,9.21690572477881,9.00706711810314
1022,8.74333352255983,9.18484426537924,8.50811106544955
1027,10.1048254598167,11.3737920613318,9.61541356018253
101927003,3.68611061322917,3.7882680628825,3.8330533045954
1036,6.82327308794364,6.79474737249359,6.38135715773275
1038,4.07281284085674,3.93468895064733,4.07230414577429
1039,9.58760978675072,8.9659030499139,9.59740480463669
1044,7.58856616781615,7.68487147851259,7.45233364758953
394261,6.83240989037645,6.83801618329645,6.75851298214108
1045,6.20820082394836,6.75957451504614,6.34017858687139
1047,9.80497633637198,8.80372609698616,7.25836354902138
1046,6.30696255231398,6.28327005932765,6.37310930188715
1050,8.68895206477344,7.84739169653047,9.01893743971566
1051,13.3895753050396,11.5759736014401,13.2198279628868
1053,6.87733964733066,6.67335287574659,6.80006104951034
1057,7.92967715959142,7.95276642437162,6.83740025874213
1060,6.73570902584273,7.97322878656454,7.6660194495394
1062,6.59707379391232,8.91438782298661,8.51316637403444
1066,7.36384947585858,6.53406911115229,8.16633546204663
1068,7.55169792824349,7.68913427650773,7.84411358353096
1069,12.3323828739039,9.65229037367238,11.0762910645429
1070,8.97589521256359,9.06085853865089,8.33625978309797
1071,6.67970801310574,6.8118629147079,6.60970568175692
100271152,3.99602968492021,6.24346908615882,4.18628395804441
1075,9.62953953019175,10.0987541644121,9.85189873489423
1082,6.43626737179453,6.5782619755363,6.61878336416138
1088,3.9658429634921,4.132092994214,3.93911099531192
1089,6.58672032970538,6.87327832804608,6.82454300264677
1101,7.22299921881593,7.10114347434777,7.73892542796976
1103,6.51219671039092,6.12223252036462,6.13787947903332
1104,8.35626870797507,8.75313192089004,9.56308963476537
1105,8.00486430931172,8.85055460884782,8.5660701374134
1107,8.94032737935459,9.56910873284556,10.4246434526314
1109,4.84427569500976,7.62330149933013,5.02391934186161
644997,9.09909669943516,9.30975571767046,9.00986076481867
1112,9.77547732631966,9.23046873283275,8.57559299086702
1113,5.37386988158411,12.5555960538588,5.35250148022126
1114,5.03601745974065,11.7442482324918,5.18705663112481
1117,11.5936245542058,6.57764778613271,8.11060209450162
1118,7.02315408060258,6.24167976929541,6.15682893336316
1120,10.0635103431635,10.2305304182123,10.389555123674
132200,6.26237520979771,6.53038421350269,6.4409482924943
1129,5.80086738385926,6.59396287850534,6.20190766875646
1128,6.82769417615056,5.3338278343646,5.54931156080688
1132,7.385128275843,7.43604213595789,7.20157113554585
1133,6.46328474685828,6.72520946550941,6.45293547473398
1135,7.33638356764157,7.15797476866659,7.0915218029552
1138,5.86674220575164,6.73242609135246,5.43151651459579
1139,6.84789714074419,6.36759333289209,6.49459459043017
1140,6.90797488289064,6.4133831715565,6.64653792087996
1143,5.11256935504431,5.11150958373568,4.93865827333841
1144,6.8200041426473,6.78457258720038,6.55204756702913
1145,6.14757183696184,6.25913686492028,6.46843320220642
1146,7.89226458185244,7.61774965327275,7.8526435060166
1147,9.17360783404712,8.23552190591599,9.27076028567826
1149,6.65375674749839,6.72067123768394,6.39519640522085
1152,11.030260702835,12.2256133760743,11.7145841240883
132228,6.16189804793523,6.33016248996914,5.99990506059406
1158,5.61034132017087,5.94187921558263,6.05065965658187
1159,9.20436556946637,9.71927763395693,7.42002079589767
1160,7.83893878216305,6.07001739702898,5.6998710982631
1163,11.2786621717581,11.0190452129168,10.2662175617982
1164,10.6950179606164,11.3035428537302,11.2721566116265
132243,6.57914680563484,6.22742999315352,6.32005332523143
1173,12.5519487126609,11.1399479391839,11.7511878393893
1176,10.2777267714127,10.7006701314638,12.3453580253265
1178,5.67762694989984,5.82529593456297,5.96369585300459
1179,6.42412858901266,6.61989639822624,6.22481680968271
1180,6.67424009858971,6.84837207699582,6.80222023561607
1181,7.79301055234052,7.42631459070649,7.63785775219251
1185,8.15790309765835,8.13733406811689,8.70988078547102
1186,9.68843585060212,10.0097418065779,10.1270784978806
1187,5.91837558244328,6.23900031320024,6.0955583359738
1192,11.4994768519577,12.2466029492736,11.6208893919843
1193,6.25525014119419,8.09069328018132,5.22752956458948
1195,9.7987482066521,10.4379299541428,9.66091121037639
1196,10.4988754545127,10.437515754162,10.3843711260391
1198,8.88741237048191,8.62793561086548,8.68525789794712
1208,6.72525870457494,6.80400450719445,6.60591936459085
100271291,5.45721318089955,5.36707357017923,5.53488499851136
1215,5.39781754340138,5.64748529877865,5.33274302987073
165055,5.7678740948792,6.55647286706354,5.71777985335967
1232,5.37880267056333,5.96491748523832,6.10989792688719
1233,6.79326735253938,7.21759407193008,6.99752723995928
1234,8.22626010656395,7.6863071264341,7.48348757214867
1235,5.27682798989394,4.9503603490462,5.12977708543075
1236,6.19230415866009,5.54665295555333,5.53446267190539
1237,7.27457657320408,7.35271468609634,7.29729994750324
165082,6.8222513737498,7.35206951591812,7.0384207006746
1244,5.9265596714212,5.86554067759657,6.28435853380727
1259,6.86757477983307,6.75018648448304,6.33209642959065
132332,4.1939213489267,4.45703343112294,4.17350242112343
1261,4.05758921219601,4.55746836031295,4.66833385918104
1262,5.12661442686364,5.17924952880945,4.82888083393892
165100,6.95156971140679,6.83298144669249,6.9983992367725
1264,7.20217182295296,6.51136913961779,7.04194309776739
1265,8.314077521146,8.21310917506308,8.89917202409797
1266,12.3606479850749,10.6593635041072,10.3188139420545
1269,7.92315307643379,8.13210739118879,7.92213574286546
1270,6.24825918697417,6.33600706449636,6.03589790373565
1271,8.01715732704319,7.94903634577787,7.78135874078843
1287,5.16459507582662,5.64924769061106,8.92205007296689
100271372,9.12645899322797,8.37232653219638,8.82774371634671
1293,11.2261450388841,11.2631330251852,12.1327332724721
1298,7.69826530893075,7.49570455264977,9.3853352384867
1299,8.05844193467527,6.9720315570334,8.40866734112384
165140,9.67856910269669,9.76223888721361,9.54762002450614
1302,7.71304035945667,7.56839432886884,7.59832512495712
1306,9.84452022753641,8.91738443535515,7.72106961824009
1307,8.93085769161122,8.15152765343234,8.23343987012456
1308,5.88059062911492,5.70881403531044,5.69821321840466
1310,6.44884695124798,6.03111760958932,6.17901743035267
1311,6.90135697619908,5.95604960606437,9.03826973654972
1318,9.38656237367018,8.0612549044662,10.143362369805
100271399,8.12955107518377,7.51371531102768,7.48189371271984
100271401,7.95513575143438,8.11365860068004,8.04192573871797
100271402,3.785521849232,3.80613870882367,3.82314540646104
1325,6.43204646104152,6.67736854110111,6.40111986371917
1338,7.1380220152444,6.97864063199136,6.59591816336032
1339,7.32964950276663,7.30696060580329,7.22063780677902
1340,11.715599935078,11.7607081090403,11.9425155151527
1345,14.1065560744428,13.5186577589499,12.4752171637373
1346,8.04701334427347,8.37918353241268,8.64906987016486
1347,13.2575493918486,13.2080581167873,12.7910775687161
1348,11.7809948015034,11.8836970649803,10.9365112415658
165186,5.5882046819263,5.94679580167044,5.72535754793305
