,Sample-1,Sample-2,Sample-3
HALLMARK_MYC_TARGETS_V1,0.6536568484097744,0.6863026696378973,0.6434122327009891
HALLMARK_MYC_TARGETS_V2,0.45869502218061037,0.47180810985532445,0.51882208698366
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.22235102135591694,0.24533233573487967,0.2235465915027831
HALLMARK_INFLAMMATORY_RESPONSE,0.080802176786929,-0.08475581738605875,0.07732419493537662
HALLMARK_XENOBIOTIC_METABOLISM,0.13021033417398203,0.1395187017460123,0.15213772018653376
HALLMARK_FATTY_ACID_METABOLISM,0.27080347860525755,0.2573468209046354,0.24760870641429733
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.6310892098117248,0.6178744702945711,0.5517677487599894
HALLMARK_GLYCOLYSIS,0.27258403604019865,0.28521299398046535,0.31883844801252675
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.4139682890448042,0.36993204795315177,0.4176277553726314
HALLMARK_P53_PATHWAY,0.3030477583971866,0.3190766624311733,0.32586834032831496
HALLMARK_UV_RESPONSE_UP,0.27852409344150136,0.29292249047013974,0.2700645098230867
HALLMARK_UV_RESPONSE_DN,0.2849718642221819,0.26723543292793606,0.2561735342167363
HALLMARK_ANGIOGENESIS,0.2845017244508985,0.3136467598475222,0.24108186603739334
HALLMARK_HEME_METABOLISM,0.2926787570751993,0.24695468022024566,0.24778124318149733
HALLMARK_COAGULATION,0.13103143472736312,0.15275141336574405,0.10928641143214923
HALLMARK_IL2_STAT5_SIGNALING,0.1951262418444806,0.17724420801759158,0.16223028355860453
HALLMARK_BILE_ACID_METABOLISM,0.08969813523816061,0.13129983859335825,0.0665379992444795
HALLMARK_PEROXISOME,0.271382785803284,0.2566013249281406,0.25567658923526726
HALLMARK_ALLOGRAFT_REJECTION,0.11318598950111022,0.07380231797004344,0.07100586551666604
HALLMARK_SPERMATOGENESIS,-0.13718349536558216,-0.07639845158240005,-0.14813549638998058
HALLMARK_KRAS_SIGNALING_UP,0.1314702296150835,0.12609038286293683,0.10598513726849178
HALLMARK_KRAS_SIGNALING_DN,-0.24522681389843848,-0.270702726410774,-0.22424138442585406
HALLMARK_PANCREAS_BETA_CELLS,-0.25479946567621287,0.21628123676408306,-0.26280389665396015
KEGG_N_GLYCAN_BIOSYNTHESIS,0.4052728938270146,0.4353571111964776,0.35693862474513166
KEGG_OTHER_GLYCAN_DEGRADATION,0.46976493011435827,0.3989135959339263,0.45355146124523504
KEGG_O_GLYCAN_BIOSYNTHESIS,-0.19399124664690104,-0.11898159913407691,0.09036472304579046
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.15231802504991837,0.16482604223392028,0.1381496944394022
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.3686912325285896,0.35442609063955954,0.3968996188055908
KEGG_GLYCEROLIPID_METABOLISM,0.16543272624594108,0.15508118029083728,0.11207680361428773
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,0.4158068614993647,0.40433079203727235,0.3827403642524354
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.16676986953487125,0.12691160942785046,0.18785618411868926
KEGG_ETHER_LIPID_METABOLISM,0.10826447005214038,0.117784690882005,-0.1402392323533277
KEGG_ARACHIDONIC_ACID_METABOLISM,-0.18581370345029802,-0.1272896100087968,-0.19063727885837167
KEGG_LINOLEIC_ACID_METABOLISM,-0.31757794936956313,-0.28507672759261066,-0.3139966767666894
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,-0.21439961880559089,-0.22445997458703937,-0.2291168996188056
KEGG_SPHINGOLIPID_METABOLISM,0.3052463645348016,0.3415445432726246,0.2667471410419314
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,-0.08193724953572473,-0.12987391261851244,-0.1378418531912814
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.16736612815392996,-0.20363768379016156,0.14942094754038843
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,0.21516064621528408,0.282606643673988,0.24324922853512435
KEGG_RIBOFLAVIN_METABOLISM,0.2045902160101652,0.24953621346886912,0.2731543837357052
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.1470902160101652,0.18335027530707332,0.20557179161372302
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,0.1630082592121982,0.24177573062261754,0.12646759847522238
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.35868487928843706,0.3591041931385006,0.3362960609911055
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.22449510426788247,0.2582061439569475,0.24858509604604234
KEGG_NON_HOMOLOGOUS_END_JOINING,0.32955527318932654,0.41850063532401527,0.39504023718763237
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,0.3902146726409416,0.3372781381662543,0.2841142245703203
KEGG_LYSOSOME,0.3553155442609064,0.35915078356628544,0.3692270224481152
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.31664763677362784,0.3381584551783382,0.295058073983929
KEGG_RENIN_ANGIOTENSIN_SYSTEM,-0.23328462515883103,-0.20721092757306225,-0.26039390088945363
KEGG_CIRCADIAN_RHYTHM_MAMMAL,0.4712579415501906,0.4103450298113576,0.4607369758576874
KEGG_TASTE_TRANSDUCTION,-0.25391330043438437,-0.22046393428090189,-0.32928814160338055
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.17794376001325896,0.10362079443124694,-0.22058891773935146
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.47705586145230366,0.5343065556026165,0.44614523036378184
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.09804728625884918,-0.09632056634597932,0.08345933926302418
KEGG_PRIMARY_IMMUNODEFICIENCY,-0.17677255400254133,-0.16972419463338062,-0.1807489348979745
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.12125496101777339,0.10970241736866049,0.09979638257486628
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.17725296339489305,0.11332996814676854,0.13854589128126582
KEGG_DILATED_CARDIOMYOPATHY,0.12167436756382118,0.10226695159986138,-0.10169631512071153
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.2578907242693774,0.23313426514188895,0.2509656925031766
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.5932331420058712,0.654445077334268,0.5174183937256276
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.2961306414419502,0.33743140853687237,0.25125135300484736
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,-0.17472257518000844,-0.12810794457554303,-0.19118533309130514
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.31378129905075114,0.284318708423649,0.3447178413932282
KEGG_GALACTOSE_METABOLISM,0.22355390479913984,0.24925031766200761,0.19804320203303682
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,-0.2279401383594522,-0.16779048425808274,-0.19912184102781305
KEGG_FATTY_ACID_METABOLISM,0.2442312579415502,0.2090914866581957,0.256569250317662
KEGG_STEROID_BIOSYNTHESIS,0.36778832498691977,0.4323731220569549,0.3435144629643471
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,-0.2678430749682338,-0.181289707750953,-0.24273506988564167
KEGG_STEROID_HORMONE_BIOSYNTHESIS,-0.29528995106653333,-0.18907134553515914,-0.23762199572845977
KEGG_OXIDATIVE_PHOSPHORYLATION,0.6072060361403786,0.6234545883887509,0.5153577492662851
KEGG_PURINE_METABOLISM,0.21166770477780267,0.221573112091088,0.2152776739666642
KEGG_PYRIMIDINE_METABOLISM,0.33367920192489653,0.3805877423017654,0.34431371488821
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.14782309300323815,0.16880108210025824,0.130258638357175
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.14072850487081748,0.15651842439644217,0.13933079203727233
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.31912848493908363,0.26813214739517155,0.2249136706779281
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.3238697008201455,0.3662700704632089,0.3355977821416195
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.4117662007623888,0.44386277001270646,0.37135959339263025
KEGG_LYSINE_DEGRADATION,0.2384173044531781,0.29643095653201734,0.3029662244023522
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.22319323624279153,0.2803675105072818,0.19475808816342483
KEGG_HISTIDINE_METABOLISM,0.1054410024974806,0.10102440520527538,0.12379441791175567
KEGG_TYROSINE_METABOLISM,-0.16650692805711864,-0.1266376232831125,-0.11317722514672957
KEGG_PHENYLALANINE_METABOLISM,0.15594804461386425,0.2001157701538896,0.2227333050967104
KEGG_TRYPTOPHAN_METABOLISM,0.10871143257420268,0.2259863812595706,0.1060658782132734
KEGG_BETA_ALANINE_METABOLISM,0.25056486080628393,0.1772230564860806,0.21005660159408568
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,-0.26332909783989833,-0.2838119440914867,-0.26139771283354507
KEGG_SELENOAMINO_ACID_METABOLISM,0.30739517153748414,0.3206099110546379,0.3123252858958068
KEGG_GLUTATHIONE_METABOLISM,0.3847500138113916,0.3684580962377769,0.3058107286890227
KEGG_STARCH_AND_SUCROSE_METABOLISM,-0.12198964886726378,0.09292465986921616,-0.11589053832088513
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.2830761233683724,0.3127284278618459,0.30448654268222247
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.1771999537946171,-0.19830657271572139,0.21230449347348967
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,-0.1469377382465058,-0.1387547649301144,-0.1510038119440914
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.28530699335906595,0.22939368511903335,0.29872983145932724
KEGG_PYRUVATE_METABOLISM,0.30916137229987284,0.3491804320203304,0.2907687420584498
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,0.37307399081223724,0.35119147688398006,0.2948998142899032
KEGG_PROPANOATE_METABOLISM,0.35404701397712834,0.3025841804320203,0.3347681067344346
KEGG_BUTANOATE_METABOLISM,0.1856543837357052,0.20614834815756033,0.22455844980940276
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.3292652664623664,0.23781149562747586,0.30827117123850806
KEGG_FOLATE_BIOSYNTHESIS,0.2760355781448538,0.44088945362134685,0.36922490470139774
KEGG_RETINOL_METABOLISM,-0.24088163424885156,-0.2442781741765223,-0.2972016420682241
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.1345562358014709,0.2219829810172885,0.2472542451195564
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.2941804320203304,0.3982041507835663,0.3506310885218128
KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.39423125794155023,0.33176620076238883,0.3417789072426938
KEGG_NITROGEN_METABOLISM,-0.16738080769018288,-0.14129385116844373,-0.25094746146621727
KEGG_SULFUR_METABOLISM,0.1934985175772977,0.19264718339686582,0.2889877170690386
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,-0.09821984293957131,-0.06235340679484247,-0.1437956964609327
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,-0.11095137250156306,-0.10294669328976824,-0.14856336096488576
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,-0.06712803995153804,0.09015691025678912,0.0977760704470908
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.3020971743208084,0.3080196042838991,0.2989217643855509
KEGG_ABC_TRANSPORTERS,-0.17881977482934902,-0.19475311013267926,-0.11884991578263054
KEGG_RIBOSOME,0.9005270163974103,0.872690748472197,0.8635535789919525
KEGG_RNA_DEGRADATION,0.43647250273077864,0.4604382621101674,0.4352705142780713
KEGG_RNA_POLYMERASE,0.5232183699400981,0.5173733889998184,0.4859629696859684
KEGG_DNA_REPLICATION,0.369140194832698,0.5338910066356064,0.4303882535648737
KEGG_SPLICEOSOME,0.5277238315910863,0.5176769564242469,0.5524252293039198
KEGG_PROTEASOME,0.6342938606006137,0.7531000712802554,0.7098149812501937
KEGG_PROTEIN_EXPORT,0.716223413071101,0.7369603889287885,0.6760267388542069
KEGG_PPAR_SIGNALING_PATHWAY,0.0785692882474539,0.08558402397162856,-0.07780386504580025
KEGG_BASE_EXCISION_REPAIR,0.40611499364675985,0.44242852604828464,0.43706003811944094
KEGG_NUCLEOTIDE_EXCISION_REPAIR,0.39219526609733757,0.48611565852072924,0.430607842557844
KEGG_MISMATCH_REPAIR,0.34096900723716916,0.4847975249986189,0.3771857908402851
KEGG_HOMOLOGOUS_RECOMBINATION,0.2786422218188419,0.29626066436739884,0.39122163732074783
KEGG_MAPK_SIGNALING_PATHWAY,0.12596189988453044,0.12401331523183284,0.09926031857996631
KEGG_ERBB_SIGNALING_PATHWAY,0.2932933986809463,0.25902825679191627,0.25571973134870213
KEGG_CALCIUM_SIGNALING_PATHWAY,-0.13323264410303803,-0.17063532401524772,-0.17741134342150855
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,-0.19189826966192913,-0.23728758346293288,-0.2174919664627416
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.09072568120852748,0.05223069320909219,0.05965410136947613
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.2761372299872935,0.19266412537060568,0.22583650995340956
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,-0.3732352216048095,-0.34489483965180445,-0.3488649509757439
KEGG_CELL_CYCLE,0.2851664755529385,0.38112788091032124,0.3641768163552029
KEGG_OOCYTE_MEIOSIS,0.2539985778067915,0.2704354009535689,0.23205856638261657
KEGG_P53_SIGNALING_PATHWAY,0.25555424908494373,0.2959684424130934,0.2865163382578846
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.33827268876824146,0.3704562781564052,0.4032363020291864
KEGG_REGULATION_OF_AUTOPHAGY,-0.1345425667090216,-0.11753970775095299,-0.1352700127064803
KEGG_ENDOCYTOSIS,0.3283242521482566,0.2821872375250361,0.33384790989167185
KEGG_PEROXISOME,0.2120765063866783,0.2728429077777035,0.26141643817294186
KEGG_MTOR_SIGNALING_PATHWAY,0.3016518424396442,0.3155781448538755,0.306861499364676
KEGG_APOPTOSIS,0.2135705209656925,0.1657642574183422,0.21960684655056428
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.13971346304046256,0.1374020493570987,0.14462166163458962
KEGG_WNT_SIGNALING_PATHWAY,0.17227358366560047,0.13959602155720105,0.13843403584103753
KEGG_DORSO_VENTRAL_AXIS_FORMATION,0.2743282892456971,0.24972623310615685,0.21887489892572484
KEGG_NOTCH_SIGNALING_PATHWAY,0.36087729959670733,0.32331031434727364,0.3452881056295233
KEGG_HEDGEHOG_SIGNALING_PATHWAY,-0.12954115487787654,-0.18218739705397902,-0.15141136053461346
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.17517429310635174,0.15484882350239587,0.17086388757061283
KEGG_AXON_GUIDANCE,0.13022953641841212,0.1345505594950199,0.13075665040783702
KEGG_VEGF_SIGNALING_PATHWAY,0.245017145045343,0.22245252476023047,0.18930358044246404
KEGG_FOCAL_ADHESION,0.2476306999043739,0.2193631040490444,0.24121877415213716
KEGG_ECM_RECEPTOR_INTERACTION,0.16152353797997954,0.20455449840394213,0.19511327362320638
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.15925201852945,0.14738156459794496,0.14729592091966906
KEGG_ADHERENS_JUNCTION,0.2744507976845969,0.2882168572638713,0.2798870535084004
KEGG_TIGHT_JUNCTION,0.208174699329216,0.19158102104941738,0.1623773923150419
KEGG_GAP_JUNCTION,0.20729470169321235,0.22508791111373783,0.14239413728908723
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,-0.1398084545506268,0.11879079823247168,-0.12853192740237818
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.2373086464573122,0.257450232952139,0.21390875537000065
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.12545108005082592,0.11457433290978403,0.1540533672172808
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.12428331352215438,0.11664548919949175,0.21817272615485506
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,-0.09485190686686829,0.11134599208976859,0.1424571827406626
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,-0.10631935620499788,0.11238928890771333,0.1078987246458657
KEGG_JAK_STAT_SIGNALING_PATHWAY,-0.10130332183699398,-0.10321589465172687,-0.11187874387366137
KEGG_HEMATOPOIETIC_CELL_LINEAGE,-0.18966721123010832,-0.24493798027470204,-0.20489683548133353
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.07926379423202803,-0.09033267875707518,-0.09772399984598201
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.16523794682457865,0.1669070508978447,0.16785308431828533
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.304582803896654,0.2594832698009318,0.23157983905124946
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.17044405804855212,0.1763097706145924,0.11704942152076506
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.3041734639504857,0.29418480414258585,0.22239018458553647
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.2177227777470858,0.19051765095851056,0.1513153969393956
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,-0.08689575161593277,0.09573946190818189,-0.10890337550411577
KEGG_LONG_TERM_POTENTIATION,0.2298348157560356,0.18897440551824285,0.16717734616082774
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.27855654383735706,0.2768081321473952,0.24190088945362132
KEGG_LONG_TERM_DEPRESSION,0.11790458588425551,0.13832505486889224,0.12233337183781912
KEGG_OLFACTORY_TRANSDUCTION,-0.3540266443102477,-0.37180733308007696,-0.38297226843422105
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.1905832763170756,0.1726131365457922,0.1718492815951519
KEGG_INSULIN_SIGNALING_PATHWAY,0.27347326384576437,0.2048307554145848,0.24156757841235876
KEGG_GNRH_SIGNALING_PATHWAY,0.18514835143242642,0.18436081164280382,0.15852500032748662
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.25884587969132555,0.2639656615117612,0.2363839216537019
KEGG_MELANOGENESIS,0.1355707006532928,0.10761131005095428,0.11941627199568747
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.18225790304570483,0.19093912440799354,0.13928920719263796
KEGG_TYPE_II_DIABETES_MELLITUS,0.1304038450914314,0.11680459643113641,-0.11371747417269762
KEGG_TYPE_I_DIABETES_MELLITUS,0.2673654197787212,0.2730455263891902,0.16425202218985346
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,-0.5163081899041237,-0.39807092526279314,-0.5506826845327482
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.12709263629212803,0.13568100683729656,0.13639377987535548
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.38916021716529975,0.29911516691694584,0.2744160794732586
KEGG_ALZHEIMERS_DISEASE,0.41089970078288307,0.4282247817354593,0.37199491740787805
KEGG_PARKINSONS_DISEASE,0.5692410765854222,0.5911100843248238,0.5014600901004966
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.2002128934813359,0.22785068686917123,0.1900592169931193
KEGG_HUNTINGTONS_DISEASE,0.43442923555684054,0.4152532546089524,0.39630401205213467
KEGG_PRION_DISEASES,0.24122879138949105,0.2217445250018686,0.18709769041034452
KEGG_VIBRIO_CHOLERAE_INFECTION,0.362186473592098,0.32098295413679845,0.3370899762652537
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.31747043299775196,0.2927964030886521,0.32754178477177204
KEGG_LEISHMANIA_INFECTION,0.22784376553781557,0.1860781172310922,0.18643979154006218
KEGG_PATHWAYS_IN_CANCER,0.14685076594031898,0.153916831745681,0.15451885057652692
KEGG_COLORECTAL_CANCER,0.28450547198426035,0.29006189285567896,0.2625650694757552
KEGG_RENAL_CELL_CARCINOMA,0.33551685477240456,0.32585992974063827,0.3710419313850064
KEGG_PANCREATIC_CANCER,0.29896532946088217,0.28137956071882375,0.32712288981666365
KEGG_ENDOMETRIAL_CANCER,0.3397839898348157,0.3202619489785945,0.3153230378262144
KEGG_GLIOMA,0.33626667725540027,0.2516280177890724,0.31676302414231255
KEGG_PROSTATE_CANCER,0.2963619490884171,0.292455206087689,0.329879645360707
KEGG_THYROID_CANCER,0.3837619944792534,0.40035928668448495,0.37267668579941293
KEGG_BASAL_CELL_CARCINOMA,-0.1607360346369241,-0.14293190267777311,-0.13332862722951666
KEGG_MELANOMA,0.16581956797966962,0.12922127427845342,0.14997277182791796
KEGG_BLADDER_CANCER,0.3570896109396745,0.3407333454347431,0.3709009499606704
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.32905407313285334,0.31869899759988707,0.3233403924890583
KEGG_ACUTE_MYELOID_LEUKEMIA,0.32104683564056263,0.3094076996812234,0.3287812924942598
KEGG_SMALL_CELL_LUNG_CANCER,0.23082683976056706,0.25537331026775467,0.22864377459010116
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.3595548025789449,0.31528542519647984,0.3245028001317709
KEGG_ASTHMA,0.16457796333272823,-0.14197858050462878,-0.170983844617898
KEGG_AUTOIMMUNE_THYROID_DISEASE,0.19519020823068745,0.14924046365687316,-0.14536006016129452
KEGG_ALLOGRAFT_REJECTION,0.2931493919041568,0.2384026139045199,0.18167362497730988
KEGG_GRAFT_VERSUS_HOST_DISEASE,0.26608172273122443,0.21359058382933194,0.15911723399986633
KEGG_VIRAL_MYOCARDITIS,0.25233948725614774,0.1978070109873683,0.20761267658270421
GLI1_UP.V1_DN,0.44690597204574334,0.34965692503176615,0.36827827191867857
GLI1_UP.V1_UP,0.26562289376277554,0.3155560466272581,0.19784984255013535
GCNP_SHH_UP_EARLY.V1_DN,0.11095331183005896,0.10632326589124552,0.10073599843612549
GCNP_SHH_UP_LATE.V1_DN,0.13686324935896949,0.09954454496344034,0.11406310631595773
RAPA_EARLY_UP.V1_DN,0.16373628277694346,0.1289765507681645,0.1345165761811251
RAPA_EARLY_UP.V1_UP,-0.06829008192951413,-0.06739828969216022,0.07246591467169727
HINATA_NFKB_MATRIX,0.3036109506757537,0.37169920295714454,0.46133764583573983
CYCLIN_D1_KE_.V1_UP,0.19124081542456223,0.22124302524722395,0.22282525827302352
CYCLIN_D1_UP.V1_UP,0.15319746993618683,0.11581991898741287,0.12768735038294943
CSR_EARLY_UP.V1_DN,0.24776376806872358,0.21007004854527095,0.2707288306780048
VEGF_A_UP.V1_UP,0.11326243978011674,0.10784608171557866,0.10624846265178128
BCAT_GDS748_DN,0.2550822966224403,0.25317927957211667,0.29450075352383204
BCAT_GDS748_UP,0.16879923761118165,0.1088278271918679,0.10358746293943238
BCAT.100_UP.V1_DN,-0.14349428208386283,-0.14820838627700123,-0.11739517153748413
BCAT.100_UP.V1_UP,0.191977802556855,0.1519363120089205,0.14762233228742577
ATF2_S_UP.V1_UP,-0.16250939468490633,-0.11264159615020686,-0.12012003568628515
ATF2_UP.V1_UP,-0.2079052360419661,-0.14950069781490194,-0.13877365106477535
WNT_UP.V1_UP,-0.10405760271071574,0.08823841977590391,0.07955796850333063
ATM_DN.V1_DN,-0.2466617009157429,-0.30079130701485346,-0.2598746878149235
ATM_DN.V1_UP,-0.24054202468433727,-0.18542646679876662,-0.22613412000959654
P53_DN.V2_DN,-0.17770824509388672,-0.10117534942820838,-0.11434173372864609
RELA_DN.V1_DN,-0.31831177497646107,-0.2500192882542759,-0.25072756026436793
BCAT_BILD_ET_AL_DN,0.31534711793923986,0.3334977474875822,0.3161418505255863
BCAT_BILD_ET_AL_UP,0.33005644041251736,0.2166129842498744,0.30972016193374907
E2F3_UP.V1_UP,0.15013827640331862,0.16315120711562897,0.11029972344719335
CAMP_UP.V1_DN,0.2768469494571765,0.29303724381299745,0.24188740610042725
CAMP_UP.V1_UP,0.43681508450138584,0.4497161780487323,0.43181966015102935
PRC1_BMI_UP.V1_UP,-0.1490575442094253,-0.19660196423933118,-0.16408769577456872
PRC2_EED_DN.V1_UP,0.06715060594881885,0.07202388271782051,0.072464100777418
PRC2_EZH2_UP.V1_UP,-0.11539767206408957,-0.09085935217335173,-0.1350341444190013
PRC2_SUZ12_UP.V1_UP,-0.13794881103648582,-0.15960791432201848,-0.16168451624614266
JNK_DN.V1_DN,-0.09571335303656803,-0.10277197834984242,-0.10778408811698381
